name,0
J1,138.40921
J2,124.93788
J3,145.77188
J4,93.2497
J5,102.00288
J6,133.66837
J7,118.655075
J8,141.31906
J9,79.45963
J10,97.892975
J11,127.70202
J12,117.255356
J13,135.64398
J14,85.252335
J15,94.02963
J16,123.49369
J17,111.98996
J18,131.48242
J19,80.16004
J20,88.01932
J21,116.70102
J22,107.08333
J23,126.16255
J24,72.03724
J25,109.80594
J26,133.66945
J27,123.73842
J28,145.96176
J29,94.5731
J30,103.59526
J31,132.93115
J32,120.0698
J33,141.19621
J34,87.547844
J35,97.344864
J36,127.01393
J37,116.87473
J38,136.18579
J39,84.55751
J40,94.99999
J41,121.608986
J42,110.874176
J43,130.48698
J44,79.705185
J45,88.27813
J46,116.95577
J47,105.94634
J48,126.51579
J49,73.962326
J50,107.00795
J51,137.68922
J52,125.676216
J53,144.82774
J54,93.83153
J55,104.18968
J56,131.95073
J57,122.131
J58,140.92093
J59,89.54949
J60,98.853775
J61,127.71075
J62,117.12437
J63,136.09616
J64,85.67901
J65,94.0444
J66,123.55947
J67,111.391205
J68,130.98643
J69,76.255516
J70,87.61346
J71,114.11446
J72,104.452965
J73,124.57355
J74,75.23979
J75,108.91292
J76,138.63759
J77,124.295204
J78,146.32727
J79,92.428764
J80,104.66094
J81,133.1784
J82,122.10446
J83,140.27942
J84,90.39357
J85,94.65909
J86,127.86558
J87,116.772316
J88,136.55017
J89,85.7342
J90,91.278656
J91,123.47738
J92,111.13331
J93,131.3155
J94,74.13464
J95,89.50849
J96,117.84389
J97,107.00253
J98,125.02843
J99,74.69043
J100,108.59662
J101,136.94331
J102,126.831406
J103,145.58688
J104,93.69526
J105,102.57344
J106,132.0797
J107,121.895195
J108,141.01782
J109,88.43676
J110,99.273
J111,127.4846
J112,117.358086
J113,135.5864
J114,85.62098
J115,93.093285
J116,122.24796
J117,111.73496
J118,129.90799
J119,78.37574
J120,87.5965
J121,117.55546
J122,107.480736
J123,124.54237
J124,75.256516
J125,108.28575
J126,136.57785
J127,127.238335
J128,146.01277
J129,93.856514
J130,102.69852
J131,133.38307
J132,120.63263
J133,140.3951
J134,89.41767
J135,97.263565
J136,128.3854
J137,116.403
J138,136.66042
J139,84.71945
J140,92.828926
J141,122.06321
J142,112.22567
J143,131.22246
J144,80.104195
J145,88.46232
J146,116.625694
J147,106.62057
J148,126.36963
J149,74.59241
J150,107.31236
J151,136.21848
J152,127.11116
J153,144.35046
J154,95.67054
J155,104.33176
J156,133.44614
J157,121.24619
J158,138.1415
J159,88.99505
J160,90.223885
J161,128.50641
J162,116.71874
J163,136.1831
J164,84.05559
J165,91.74268
J166,122.862495
J167,111.059654
J168,130.31863
J169,78.91805
J170,87.63026
J171,116.58136
J172,107.08251
J173,125.74475
J174,60.76034
J175,106.042465
J176,136.39597
J177,127.12735
J178,145.44919
J179,95.17433
J180,104.084625
J181,128.53291
J182,120.57358
J183,140.9422
J184,86.21317
J185,97.49797
J186,128.53302
J187,117.64095
J188,132.26456
J189,81.65605
J190,93.29118
J191,122.69242
J192,109.465385
J193,123.67268
J194,79.81573
J195,84.298
J196,113.37973
J197,107.41216
J198,124.41762
Reservoir1,4.0039063e-06
Reservoir2,4.3945312e-07
Reservoir3,7.5683593e-06
Borewell1,8.34961e-06
Borewell2,-6.689453e-06
