Total Wards,Total Demand (ML/day),Average Pressure (m),Average Shortage (%),Total Leakage (m3/day),Total Cost Impact (Rs/day)
198,30754.875238,112.2528453080808,98.99244975002551,295228.81795946095,61199095.17454547
