Ward number,Ward Name,Node,demand_LPS,Supplied_LPS,Demand_m3_day,Supplied_m3_day,Shortage_m3_day,Shortage_pct,Pressure_m,Head_m,Leakage_m3_day,CostImpact_Rs_day
158,Deepanjali Nagar,J158,892.4407986111111,4.507276760662133,77106.885,389.4287121212083,76717.45628787878,99.49494949494951,138.1415,226.1415,1058.000918134125,153434.91257575757
159,Kengeri,J159,3357.9085300925926,16.959133990366464,290123.297,1465.2691767676627,288658.02782323235,99.49494949494951,88.99505,177.99506,1842.067519401978,577316.0556464647
160,Rajarajeshwarinagar,J160,5263.442534722222,26.58304310465743,454761.43500000006,2296.774924242402,452464.66007575765,99.49494949494951,90.223885,180.22388,2971.2214670812464,904929.3201515153
161,Hosakerehalli,J161,1955.8415046296293,9.877987397119243,168984.70599999998,853.4581111111027,168131.24788888887,99.49494949494951,128.50641,219.50641,2074.4497449448186,336262.49577777775
162,Girinagar,J162,2223.329710648148,11.228937932566296,192095.687,970.1802373737281,191125.5067626263,99.49494949494951,116.71874,208.71873,2018.5051729111572,382251.0135252526
163,Katriguppe,J163,1695.552175925926,8.563394827908633,146495.708,739.877313131306,145755.83068686872,99.49494949494951,136.1831,229.1831,1967.06599182022,291511.66137373744
164,Vidyapeetha Ward,J164,1250.1927083333333,6.314104587542026,108016.65,545.5386363636311,107471.11136363636,99.49494949494951,84.05559,178.05559,605.793936836025,214942.22272727272
165,Ganeshmandira Ward,J165,1289.6018055555555,6.5131404320987025,111421.596,562.735333333328,110858.86066666667,99.49494949494951,91.74268,186.74269,753.366202037592,221717.72133333335
166,Karisandra,J166,1402.0559837962962,7.081090827253953,121137.637,611.8062474747416,120525.83075252526,99.49494949494951,122.862495,218.86249,1384.527389033647,241051.66150505052
167,Yadiyuru,J167,1251.9739583333333,6.323100799663238,108170.55,546.3159090909038,107624.2340909091,99.49494949494951,111.059654,208.05965,1044.8137283984547,215248.4681818182
168,Pattabhiramnagar,J168,1754.3207175925927,8.860205644406948,151573.31000000003,765.5217676767603,150807.78823232328,99.49494949494951,130.31863,228.31863,1901.9107455647954,301615.57646464655
169,Byrasandra,J169,1356.6271527777778,6.851652286756387,117212.58600000001,591.9827575757519,116620.60324242426,99.49494949494951,78.91805,177.91805,586.06293,233241.20648484852
170,Jayanagar East,J170,1214.0591319444443,6.131611777497134,104894.70899999999,529.7712575757524,104364.93774242424,99.49494949494951,87.63026,187.63026,644.529630344151,208729.87548484848
171,Gurappanapalya,J171,2146.327789351852,10.840039340160764,185442.72100000002,936.5793989898901,184506.14160101014,99.49494949494951,116.58136,217.58136,1944.7756454420844,369012.2832020203
172,Madiwala,J172,2004.4513310185184,10.1234915708005,173184.595,874.6696717171633,172309.92532828284,99.49494949494951,107.08251,209.08252,1569.4640038900175,344619.8506565657
173,Jakkasandra,J173,1458.6777662037036,7.367059425271159,126029.759,636.5139343434282,125393.24506565658,99.49494949494951,125.74475,228.74475,1494.9287677022874,250786.49013131316
174,HSR Layout,J174,6622.302650462963,33.44597298213586,572166.949,2889.732065656538,569277.2169343435,99.49494949494951,60.76034,164.76035,2860.834745,1138554.433868687
175,Bommanahalli,J175,3444.3838310185183,17.395877934436793,297594.763,1503.003853535339,296091.75914646464,99.49494949494951,106.042465,186.04247,2650.4889949416197,592183.5182929293
176,BTM Layout,J176,2990.849942129629,15.105302738028284,258409.43499999997,1305.0981565656439,257104.3368434343,99.49494949494951,136.39597,217.39597,3478.034786596542,514208.6736868686
177,J.P.Nagar,J177,2044.6711689814813,10.326622065562937,176659.589,892.2201464646378,175767.36885353536,99.49494949494951,127.12735,209.12735,2132.122687248873,351534.7377070707
178,Sarakki,J178,2050.388090277778,10.355495405443222,177153.53100000002,894.7148030302944,176258.8161969697,99.49494949494951,145.44919,228.44919,2624.9509214384834,352517.6323939394
179,Shakambarinagar,J179,1310.16875,6.617013888888825,113198.58000000002,571.7099999999945,112626.87000000002,99.49494949494951,95.17433,179.17433,823.64979126771,225253.74000000005
180,Banashankari Temple Ward,J180,1391.7555555555557,7.029068462401728,120247.68000000002,607.3115151515093,119640.36848484851,99.49494949494951,104.084625,189.08463,1035.6564419880003,239280.73696969703
181,Kumaraswamy Layout,J181,3116.5813310185185,15.740309752618629,269272.62700000004,1359.9627626262495,267912.6642373738,99.49494949494951,128.53291,214.53291,3306.6507607481853,535825.3284747476
182,Padmanabhanagar,J182,2132.91375,10.772291666666563,184283.74800000002,930.7259999999911,183353.02200000003,99.49494949494951,120.57358,207.57358,2042.9764488266765,366706.04400000005
183,Chikkallasandra,J183,1532.3240393518518,7.739010299756752,132392.797,668.6504898989834,131724.146510101,99.49494949494951,140.9422,228.9422,1872.2102320000101,263448.293020202
184,Uttarahalli,J184,3790.194872685185,19.142398346894687,327472.837,1653.903217171701,325818.9337828283,99.49494949494951,86.21317,175.21318,1942.5608459994937,651637.8675656565
185,Yelachenahalli,J185,2298.943877314815,11.610827663206024,198628.75100000002,1003.1755101010006,197625.57548989903,99.49494949494951,97.49797,187.49797,1514.4837439203204,395251.15097979805
186,Jaraganahalli,J186,970.426261574074,4.901142735222549,83844.829,423.4587323232282,83421.37026767677,99.49494949494951,128.53302,219.53302,1029.610559413037,166842.74053535354
187,Puttenahalli,J187,1795.6226851851852,9.06880144032913,155141.80000000002,783.5444444444369,154358.25555555557,99.49494949494951,117.64095,209.64095,1651.6617105065002,308716.51111111115
188,Bilekahalli,J188,2940.935590277778,14.853210051907825,254096.83500000002,1283.3173484848362,252813.5176515152,99.49494949494951,132.26456,225.26456,3262.5230668001395,505627.0353030304
189,Hongasandra,J189,4084.2692361111112,20.62762240460137,352880.862,1782.2265757575585,351098.6354242425,99.49494949494951,81.65605,175.65605,1852.062562727265,702197.270848485
190,Mangammanapalya,J190,1059.0380555555555,5.348677048260329,91500.888,462.1256969696925,91038.76230303031,99.49494949494951,93.29118,188.29118,639.927655885176,182077.52460606062
191,Singasandra,J191,2011.3070717592595,10.158116524036565,173776.93100000004,877.6612676767593,172899.26973232327,99.49494949494951,122.69242,218.69241,1981.7283136844533,345798.53946464654
192,Begur,J192,3666.631284722222,18.518339821829226,316796.943,1599.9845606060453,315196.95843939396,99.49494949494951,109.465385,206.4654,2984.1662988477074,630393.9168787879
193,Arakere,J193,4201.209490740741,21.218229751215656,362984.50000000006,1833.2550505050328,361151.244949495,99.49494949494951,123.67268,221.67268,4192.798387018999,722302.48989899
194,Gottigere,J194,1149.8026041666667,5.807083859427554,99342.945,501.73204545454064,98841.21295454547,99.49494949494951,79.81573,178.81572,496.7147250000001,197682.42590909093
195,Konanakunte,J195,3458.085509259259,17.46507832959205,298778.588,1508.9827676767532,297269.6052323232,99.49494949494951,84.298,184.298,1686.5154956836002,594539.2104646465
196,Anjanapura,J196,3299.697164351852,16.665137193696058,285093.835,1439.8678535353395,283653.9671464647,99.49494949494951,113.37973,214.37973,2852.922460544682,567307.9342929294
197,Vasanthapura,J197,1771.0640393518518,8.944767875514316,153019.933,772.827944444437,152247.10505555556,99.49494949494951,107.41216,209.41217,1394.290697987792,304494.2101111111
198,Hemmigepura,J198,1111.0404282407408,5.6113152941451006,95993.89300000001,484.81764141413674,95509.07535858588,99.49494949494951,124.41762,227.41762,1119.5425042391992,191018.15071717175
